subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,target_loc,correct_response,keys_pressed,response,rt,is_correct
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,241,saltshaker,invalid,nomask,pic,rhinoceros,right,right,right,right,598.071795423,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,242,camel,invalid,nomask,word,bee,left,down,down,down,1014.5646017,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,243,apple,valid,nomask,word,apple,right,up,up,up,614.610694349,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,244,strawberry,invalid,mask,pic,zebra,left,left,left,left,1010.33689175,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,245,tiger,invalid,nomask,pic,tree,right,right,right,right,615.097546484,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,246,piano,valid,nomask,word,piano,left,up,up,up,967.474673409,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,247,heart,valid,mask,pic,heart,right,right,right,right,641.584110912,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,248,pig,invalid,nomask,pic,penguin,left,left,left,left,566.434710287,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,249,strawberry,valid,nomask,pic,strawberry,right,right,right,right,624.144167174,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,250,swan,valid,nomask,pic,swan,right,right,right,right,640.848230571,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,251,grasshopper,invalid,nomask,word,pineapple,left,down,down,down,886.704223696,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,252,raccoon,valid,mask,pic,raccoon,right,right,right,right,681.446793489,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,253,strawberry,valid,nomask,pic,strawberry,left,left,left,left,636.199926492,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,254,grasshopper,valid,mask,word,grasshopper,right,up,up,up,651.913000271,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,255,giraffe,valid,mask,word,giraffe,left,up,up,up,554.6599878,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,256,leopard,valid,mask,word,leopard,right,up,up,up,626.475041267,1
MOW303,303,2015_Nov_24_1431,LL-Kramer,3,test,257,tree,invalid,nomask,pic,piano,left,left,left,left,593.84184517,1
