subj_id,seed,date,computer,block,block_type,trial,cue,cue_type,mask_type,response_type,target,distractor,target_loc,response,rt,is_correct
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,1,tree,valid,nomask,pic,tree,,left,left,656.516812574,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,2,rhinoceros,valid,nomask,pic,rhinoceros,,right,right,628.822879822,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,3,kangaroo,valid,mask,pic,kangaroo,,left,left,638.002336636,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,4,wine_glass,valid,nomask,pic,wine_glass,,left,left,560.781972697,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,5,elephant,valid,mask,pic,elephant,,left,left,539.581646208,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,6,rabbit,,mask,word,rabbit,swan,right,right,699.138005537,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,7,table,valid,mask,pic,table,,right,right,470.133956434,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,8,chair,valid,nomask,pic,chair,,left,left,483.890978347,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,9,wine_glass,valid,mask,pic,wine_glass,,left,left,402.64359906,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,10,donkey,valid,nomask,pic,donkey,,right,right,553.368116125,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,11,skunk,valid,mask,pic,skunk,,left,left,642.925275675,1
MOW223,223,2015_Nov_23_1612,LL-George,-1,practice,12,mouse,valid,mask,pic,mouse,,left,left,460.914168656,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,14,grasshopper,valid,nomask,pic,grasshopper,,left,left,911.271545861,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,15,rhinoceros,,nomask,word,rhinoceros,piano,right,right,607.796360611,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,16,tiger,valid,mask,pic,tiger,,left,left,463.809036057,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,17,wine_glass,valid,nomask,pic,wine_glass,,right,right,614.03837844,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,18,elephant,invalid,nomask,pic,pig,,left,left,586.328761423,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,19,saltshaker,valid,mask,pic,saltshaker,,right,right,548.090200537,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,20,pineapple,valid,mask,pic,pineapple,,left,left,552.766672536,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,21,penguin,,nomask,word,penguin,lion,left,left,770.298481188,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,22,skunk,invalid,nomask,pic,bee,,left,left,708.415408993,1
MOW223,223,2015_Nov_23_1612,LL-George,0,test,23,heart,valid,nomask,pic,heart,,left,left,589.104236351,1
